id,title,authors,abstract,categories,update_date
0911.1713,Isometries and Construction of Permutation Arrays,Mathieu Bogaerts,"An (n,d)-permutation code is a subset C of Sym(n) such that the Hamming distance d_H between any two distinct elements of C is at least equal to d. In this paper, we use the characterisation of the isometry group of the metric space (Sym(n),d_H) in order to develop generating algorithms with rejection of isomorphic objects. To classify the (n,d)-permutation codes up to isometry, we construct invariants and study their efficiency. We give the numbers of non-isometric (4,3)- and (5,4)- permutation codes. Maximal and balanced (n,d)-permutation codes are enumerated in a constructive way.",math.CO cs.IT math.IT,2009-11-10
0911.1739,Graph isomorphism and volumes of convex bodies,Shmuel Friedland,"We show that a nontrivial graph isomorphism problem of two undirected graphs, and more generally, the permutation similarity of two given $n\times n$ matrices, is equivalent to equalities of volumes of the induced three convex bounded polytopes intersected with a given sequence of balls, centered at the origin with radii $t_i\in (0,\sqrt{n-1})$, where $\{t_i\}$ is an increasing sequence converging to $\sqrt{n-1}$. These polytopes are characterized by $n^2$ inequalities in at most $n^2$ variables. The existence of fpras for computing volumes of convex bodies gives rise to a semi-frpas of order $O^*(n^{14})$ at most to find if given two undirected graphs are isomorphic.",cs.CC cs.DM,2009-11-10
0911.1743,Analysis of peeling decoder for MET ensembles,Ryan Hinton (University of Virginia and L-3 Communications CSW) and   Stephen G. Wilson (University of Virginia),"The peeling decoder introduced by Luby, et al. allows analysis of LDPC decoding for the binary erasure channel (BEC). For irregular ensembles, they analyze the decoder state as a Markov process and present a solution to the differential equations describing the process mean. Multi-edge type (MET) ensembles allow greater precision through specifying graph connectivity. We generalize the the peeling decoder for MET ensembles and derive analogous differential equations. We offer a new change of variables and solution to the node fraction evolutions in the general (MET) case. This result is preparatory to investigating finite-length ensemble behavior.",cs.IT math.IT,2009-11-10
0911.1745,"Sequence Folding, Lattice Tiling, and Multidimensional Coding",Tuvi Etzion,"Folding a sequence $S$ into a multidimensional box is a well-known method which is used as a multidimensional coding technique. The operation of folding is generalized in a way that the sequence $S$ can be folded into various shapes and not just a box. The new definition of folding is based on a lattice tiling for the given shape $\cS$ and a direction in the $D$-dimensional integer grid. Necessary and sufficient conditions that a lattice tiling for $\cS$ combined with a direction define a folding of a sequence into $\cS$ are derived. The immediate and most impressive application is some new lower bounds on the number of dots in two-dimensional synchronization patterns. This can be also generalized for multidimensional synchronization patterns. The technique and its application for two-dimensional synchronization patterns, raise some interesting problems in discrete geometry. We will also discuss these problems. It is also shown how folding can be used to construct multidimensional error-correcting codes. Finally, by using the new definition of folding, multidimensional pseudo-random arrays with various shapes are generated.",cs.IT math.CO math.IT,2009-11-10
0911.1763,The Replicator Equation as an Inference Dynamic,Marc Harper,"The replicator equation is interpreted as a continuous inference equation and a formal similarity between the discrete replicator equation and Bayesian inference is described. Further connections between inference and the replicator equation are given including a discussion of information divergences and exponential families as solutions for the replicator dynamic, using Fisher information and information geometry.",math.DS cs.IT math.IT,2010-05-05
0911.1764,Escort Evolutionary Game Theory,Marc Harper,"A family of replicator-like dynamics, called the escort replicator equation, is constructed using information-geometric concepts and generalized information entropies and diverenges from statistical thermodynamics. Lyapunov functions and escort generalizations of basic concepts and constructions in evolutionary game theory are given, such as an escorted Fisher's Fundamental theorem and generalizations of the Shahshahani geometry.",math.DS cs.IT math.DG math.IT,2012-02-27
0911.1765,GEDI: Scalable Algorithms for Genotype Error Detection and Imputation,"Justin Kennedy, Ion I. Mandoiu, and Bogdan Pasaniuc","Genome-wide association studies generate very large datasets that require scalable analysis algorithms. In this report we describe the GEDI software package, which implements efficient algorithms for performing several common tasks in the analysis of population genotype data, including genotype error detection and correction, imputation of both randomly missing and untyped genotypes, and genotype phasing. Experimental results show that GEDI achieves high accuracy with a runtime scaling linearly with the number of markers and samples. The open source C++ code of GEDI, released under the GNU General Public License, is available for download at http://dna.engr.uconn.edu/software/GEDI/",cs.DS,2016-09-08
0911.1813,Interactive Privacy via the Median Mechanism,"Aaron Roth, Tim Roughgarden","We define a new interactive differentially private mechanism -- the median mechanism -- for answering arbitrary predicate queries that arrive online. Relative to fixed accuracy and privacy constraints, this mechanism can answer exponentially more queries than the previously best known interactive privacy mechanism (the Laplace mechanism, which independently perturbs each query result). Our guarantee is almost the best possible, even for non-interactive privacy mechanisms. Conceptually, the median mechanism is the first privacy mechanism capable of identifying and exploiting correlations among queries in an interactive setting.   We also give an efficient implementation of the median mechanism, with running time polynomial in the number of queries, the database size, and the domain size. This efficient implementation guarantees privacy for all input databases, and accurate query results for almost all input databases. The dependence of the privacy on the number of queries in this mechanism improves over that of the best previously known efficient mechanism by a super-polynomial factor, even in the non-interactive setting.",cs.CR cs.CC cs.DB cs.DS,2011-01-20
0911.1826,Arithmetic completely regular codes,"J. H. Koolen (USTC), W. S. Lee (POSTECH), W. J. Martin (WPI), H.   Tanaka (Tohoku)","In this paper, we explore completely regular codes in the Hamming graphs and related graphs. Experimental evidence suggests that many completely regular codes have the property that the eigenvalues of the code are in arithmetic progression. In order to better understand these ""arithmetic completely regular codes"", we focus on cartesian products of completely regular codes and products of their corresponding coset graphs in the additive case. Employing earlier results, we are then able to prove a theorem which nearly classifies these codes in the case where the graph admits a completely regular partition into such codes (e.g, the cosets of some additive completely regular code). Connections to the theory of distance-regular graphs are explored and several open questions are posed.",math.CO cs.IT math.IT,2021-11-02
0911.1842,Standards for Language Resources,"Nancy Ide (INRIA Lorraine - LORIA), Laurent Romary (INRIA Lorraine -   LORIA)","The goal of this paper is two-fold: to present an abstract data model for linguistic annotations and its implementation using XML, RDF and related standards; and to outline the work of a newly formed committee of the International Standards Organization (ISO), ISO/TC 37/SC 4 Language Resource Management, which will use this work as its starting point.",cs.CL,2009-11-11
0911.1849,The Feasibility of Interference Alignment over Measured MIMO-OFDM   Channels,"Omar El Ayach, Steven W. Peters, and Robert W. Heath Jr","Interference alignment (IA) has been shown to achieve the maximum achievable degrees of freedom in the interference channel. This results in sum rate scaling linearly with the number of users in the high signal-to-noise-ratio (SNR) regime. Linear scaling is achieved by precoding transmitted signals to align interference subspaces at the receivers, given channel knowledge of all transmit-receive pairs, effectively reducing the number of discernible interferers. The theory of IA was derived under assumptions about the richness of scattering in the propagation channel; practical channels do not guarantee such ideal characteristics. This paper presents the first experimental study of IA in measured multiple-input multiple-output orthogonal frequency-division multiplexing (MIMO-OFDM) interference channels. Our measurement campaign includes a variety of indoor and outdoor measurement scenarios at The University of Texas at Austin. We show that IA achieves the claimed scaling factors, or degrees of freedom, in several measured channel settings for a 3 user, 2 antennas per node setup. In addition to verifying the claimed performance, we characterize the effect of Kronecker spatial correlation on sum rate and present two other correlation measures, which we show are more tightly related to the achieved sum rate.",cs.IT math.IT,2013-04-15
0911.1851,Functional units for natural numbers,"J. A. Bergstra, C. A. Middelburg","Interaction with services provided by an execution environment forms part of the behaviours exhibited by instruction sequences under execution. Mechanisms related to the kind of interaction in question have been proposed in the setting of thread algebra. Like thread, service is an abstract behavioural concept. The concept of a functional unit is similar to the concept of a service, but more concrete. A state space is inherent in the concept of a functional unit, whereas it is not inherent in the concept of a service. In this paper, we establish the existence of a universal computable functional unit for natural numbers and related results.",cs.PL cs.LO,2010-10-19
0911.1891,A note on conjugacy search and racks,Juha Partala,"We show that for every effective left conjugacy closed left quasigroup, there is an induced rack that retains the conjugation structure of the left translations. This means that cryptographic protocols relying on conjugacy search can be secure only if conjugacy search of left translations is infeasible in the induced rack. We note that, in fact, protocols based on conjugacy search could be simply implemented using a rack. We give an exposition of the Anshel-Anshel-Goldfeld protocol in such a case.",cs.CR,2009-11-11
0911.1900,A Faster Exact Algorithm for the Directed Maximum Leaf Spanning Tree   Problem,"Daniel Raible, Henning Fernau","Given a directed graph $G=(V,A)$, the Directed Maximum Leaf Spanning Tree problem asks to compute a directed spanning tree (i.e., an out-branching) with as many leaves as possible. By designing a Branch-and-Reduced algorithm combined with the Measure & Conquer technique for running time analysis, we show that the problem can be solved in time $\Oh^*(1.9043^n)$ using polynomial space. Hitherto, there have been only few examples. Provided exponential space this run time upper bound can be lowered to $\Oh^*(1.8139^n)$.",cs.DS cs.DM,2009-11-11
0911.1934,On a Gel'fand-Yaglom-Peres theorem for f-divergences,Gustavo L. Gilardoni,"It is shown that the $f$-divergence between two probability measures $P$ and $R$ equals the supremum of the same $f$-divergence computed over all finite measurable partitions of the original space, thus generalizing results previously proved by Gel'fand and Yaglom and by Peres for the Information Divergence and more recently by Dukkipati, Bhatnagar and Murty for the Tsallis' and Renyi's divergences.",cs.IT math.IT math.ST stat.TH,2009-11-11
0911.1965,Active Learning for Mention Detection: A Comparison of Sentence   Selection Strategies,"Nitin Madnani, Hongyan Jing, Nanda Kambhatla and Salim Roukos","We propose and compare various sentence selection strategies for active learning for the task of detecting mentions of entities. The best strategy employs the sum of confidences of two statistical classifiers trained on different views of the data. Our experimental results show that, compared to the random selection strategy, this strategy reduces the amount of required labeled training data by over 50% while achieving the same performance. The effect is even more significant when only named mentions are considered: the system achieves the same performance by using only 42% of the training data required by the random selection strategy.",cs.CL cs.AI,2009-11-11
0911.1972,People-Sensing Spatial Characteristics of RF Sensor Networks,Neal Patwari and Joey Wilson,"An ""RF sensor"" network can monitor RSS values on links in the network and perform device-free localization, i.e., locating a person or object moving in the area in which the network is deployed. This paper provides a statistical model for the RSS variance as a function of the person's position w.r.t. the transmitter (TX) and receiver (RX). We show that the ensemble mean of the RSS variance has an approximately linear relationship with the expected total affected power (ETAP). We then use analysis to derive approximate expressions for the ETAP as a function of the person's position, for both scattering and reflection. Counterintuitively, we show that reflection, not scattering, causes the RSS variance contours to be shaped like Cassini ovals. Experimental tests reported here and in past literature are shown to validate the analysis.",cs.NI,2009-11-11
0911.2022,Interference Channels With Arbitrarily Correlated Sources,Wei Liu and Biao Chen,"Communicating arbitrarily correlated sources over interference channels is considered in this paper. A sufficient condition is found for the lossless transmission of a pair of correlated sources over a discrete memoryless interference channel. With independent sources, the sufficient condition reduces to the Han-Kobayashi achievable rate region for the interference channel. For a special correlation structure (in the sense of Slepian-Wolf, 1973), the proposed region reduces to the known achievable region for interference channels with common information. A simple example is given to show that the separation approach, with Slepian-Wolf encoding followed by optimal channel coding, is strictly suboptimal.",cs.IT math.IT,2009-11-12
0911.2023,Opportunistic capacity and error exponent regions for compound channel   with feedback,Aditya Mahajan and Sekhar Tatikonda,"Variable length communication over a compound channel with feedback is considered. Traditionally, capacity of a compound channel without feedback is defined as the maximum rate that is determined before the start of communication such that communication is reliable. This traditional definition is pessimistic. In the presence of feedback, an opportunistic definition is given. Capacity is defined as the maximum rate that is determined at the end of communication such that communication is reliable. Thus, the transmission rate can adapt to the channel chosen by nature. Under this definition, feedback communication over a compound channel is conceptually similar to multi-terminal communication. Transmission rate is a vector rather than a scalar; channel capacity is a region rather than a scalar; error exponent is a region rather than a scalar. In this paper, variable length communication over a compound channel with feedback is formulated, its opportunistic capacity region is characterized, and lower bounds for its error exponent region are provided..",cs.IT math.IT,2011-06-30
0911.2034,Expressing the Behavior of Three Very Different Concurrent Systems by   Using Natural Extensions of Separation Logic,"Edgar G. Daylight (Institute of Logic, Language, and Computation,   University of Amsterdam), Sandeep K. Shukla (Department of Electrical and   Computer Engineering, Virginia Tech), Davide Sergio (Institute of Logic,   Language, and Computation, University of Amsterdam)","Separation Logic is a non-classical logic used to verify pointer-intensive code. In this paper, however, we show that Separation Logic, along with its natural extensions, can also be used as a specification language for concurrent-system design. To do so, we express the behavior of three very different concurrent systems: a Subway, a Stopwatch, and a 2x2 Switch. The Subway is originally implemented in LUSTRE, the Stopwatch in Esterel, and the 2x2 Switch in Bluespec.",cs.LO cs.SE,2009-11-12
0911.2036,Security Theorems via Model Theory,Joshua Guttman (Worcester Polytechnic Institute),"A model-theoretic approach can establish security theorems for cryptographic protocols. Formulas expressing authentication and non-disclosure properties of protocols have a special form. They are quantified implications for all xs . (phi implies for some ys . psi). Models (interpretations) for these formulas are *skeletons*, partially ordered structures consisting of a number of local protocol behaviors. Realized skeletons contain enough local sessions to explain all the behavior, when combined with some possible adversary behaviors. We show two results. (1) If phi is the antecedent of a security goal, then there is a skeleton A_phi such that, for every skeleton B, phi is satisfied in B iff there is a homomorphism from A_phi to B. (2) A protocol enforces for all xs . (phi implies for some ys . psi) iff every realized homomorphic image of A_phi satisfies psi. Hence, to verify a security goal, one can use the Cryptographic Protocol Shapes Analyzer CPSA (TACAS, 2007) to identify minimal realized skeletons, or ""shapes,"" that are homomorphic images of A_phi. If psi holds in each of these shapes, then the goal holds.",cs.CR cs.LO,2009-11-12
0911.2053,Interference Mitigation Through Limited Receiver Cooperation,I-Hsiang Wang and David N. C. Tse,"Interference is a major issue limiting the performance in wireless networks. Cooperation among receivers can help mitigate interference by forming distributed MIMO systems. The rate at which receivers cooperate, however, is limited in most scenarios. How much interference can one bit of receiver cooperation mitigate? In this paper, we study the two-user Gaussian interference channel with conferencing decoders to answer this question in a simple setting. We identify two regions regarding the gain from receiver cooperation: linear and saturation regions. In the linear region receiver cooperation is efficient and provides a degrees-of-freedom gain, which is either one cooperation bit buys one more bit or two cooperation bits buy one more bit until saturation. In the saturation region receiver cooperation is inefficient and provides a power gain, which is at most a constant regardless of the rate at which receivers cooperate. The conclusion is drawn from the characterization of capacity region to within two bits. The proposed strategy consists of two parts: (1) the transmission scheme, where superposition encoding with a simple power split is employed, and (2) the cooperative protocol, where one receiver quantize-bin-and-forwards its received signal, and the other after receiving the side information decode-bin-and-forwards its received signal.",cs.IT math.IT,2009-11-12
0911.2075,A scientific understanding of network designing,Guoqiang Zhang,"As the Internet becomes severely overburdened with exponentially growing traffic demand, it becomes a general belief that a new generation data network is in urgent need today. However, standing at this crossroad, we find that we are in a situation that lacks a theory of network designing. This issue becomes even more serious as the recent progress of network measurement and modeling challenges the foundation of network research in the past decades.   This paper tries to set up a scientific foundation for network designing by formalizing it as a multi-objective optimization process and quantifying the way different designing choices independently and collectively influence these objectives. A cartesian coordinate system is introduced to map the effect of each designing scheme to a coordinate. We investigated the achievable area of the network designing space and proved some boundary conditions. It is shown that different kind of networks display different shapes of achievable areas in the cartesian coordinate and exhibit different abilities to achieve cost-effective and scalable designing. In particular, we found that the philosophy underlying current empirical network designing and engineering fails to meet the cost-effective and evolvable requirements of network designing. We demonstrated that the efficient routing combined with effective betweenness based link bandwidth allocation scheme is a cost-effective and scalable design for BA-like scale-free networks, whereas if other designing choices cannot be determined beforehand, ER network is a markedly good candidate for cost-effective and scalable design.",cs.NI,2009-11-12
0911.2193,Feeds as Query Result Serializations,Erik Wilde,"Many Web-based data sources and services are available as feeds, a model that provides consumers with a loosely coupled way of interacting with providers. The current feed model is limited in its capabilities, however. Though it is simple to implement and scales well, it cannot be transferred to a wider range of application scenarios. This paper conceptualizes feeds as a way to serialize query results, describes the current hardcoded query semantics of such a perspective, and surveys the ways in which extensions of this hardcoded model have been proposed or implemented. Our generalized view of feeds as query result serializations has implications for the applicability of feeds as a generic Web service for any collection that is providing access to individual information items. As one interesting and compelling class of applications, we describe a simple way in which a query-based approach to feeds can be used to support location-based services.",cs.NI,2009-11-12
0911.2197,On the relation between plausibility logic and the maximum-entropy   principle: a numerical study,P. G. L. Porta Mana,"What is the relationship between plausibility logic and the principle of maximum entropy? When does the principle give unreasonable or wrong results? When is it appropriate to use the rule `expectation = average'? Can plausibility logic give the same answers as the principle, and better answers if those of the principle are unreasonable? To try to answer these questions, this study offers a numerical collection of plausibility distributions given by the maximum-entropy principle and by plausibility logic for a set of fifteen simple problems: throwing dice.",math.PR cs.IT math.IT physics.data-an,2016-05-19
0911.2214,Approximation Schemes for the Betweenness Problem in Tournaments and   Related Ranking Problems,Marek Karpinski and Warren Schudy,We design the first polynomial time approximation schemes (PTASs) for the Minimum Betweenness problem in tournaments and some related higher arity ranking problems. This settles the approximation status of the Betweenness problem in tournaments along with other ranking problems which were open for some time now. The results depend on a new technique of dealing with fragile ranking constraints and could be of independent interest.,cs.DS cs.DM,2010-07-12
0911.2233,Pseudo-Power Avoidance,"Ehsan Chiniforooshan, Lila Kari and Zhi Xu","Repetition avoidance has been studied since Thue's work. In this paper, we considered another type of repetition, which is called pseudo-power. This concept is inspired by Watson-Crick complementarity in DNA sequence and is defined over an antimorphic involution $\phi$. We first classify the alphabet $\Sigma$ and the antimorphic involution $\phi$, under which there exists sufficiently long pseudo-$k$th-power-free words. Then we present algorithms to test whether a finite word $w$ is pseudo-$k$th-power-free.",cs.FL cs.DS,2009-11-13
0911.2258,Discrete Hamilton-Jacobi Theory,"Tomoki Ohsawa, Anthony M. Bloch, Melvin Leok","We develop a discrete analogue of Hamilton-Jacobi theory in the framework of discrete Hamiltonian mechanics. The resulting discrete Hamilton-Jacobi equation is discrete only in time. We describe a discrete analogue of Jacobi's solution and also prove a discrete version of the geometric Hamilton-Jacobi theorem. The theory applied to discrete linear Hamiltonian systems yields the discrete Riccati equation as a special case of the discrete Hamilton-Jacobi equation. We also apply the theory to discrete optimal control problems, and recover some well-known results, such as the Bellman equation (discrete-time HJB equation) of dynamic programming and its relation to the costate variable in the Pontryagin maximum principle. This relationship between the discrete Hamilton-Jacobi equation and Bellman equation is exploited to derive a generalized form of the Bellman equation that has controls at internal stages.",math.OC cs.SY eess.SY,2026-06-03
0911.2280,PageRank Optimization by Edge Selection,"Bal\'azs Csan\'ad Cs\'aji, Rapha\""el M. Jungers, and Vincent D.   Blondel","The importance of a node in a directed graph can be measured by its PageRank. The PageRank of a node is used in a number of application contexts - including ranking websites - and can be interpreted as the average portion of time spent at the node by an infinite random walk. We consider the problem of maximizing the PageRank of a node by selecting some of the edges from a set of edges that are under our control. By applying results from Markov decision theory, we show that an optimal solution to this problem can be found in polynomial time. Our core solution results in a linear programming formulation, but we also provide an alternative greedy algorithm, a variant of policy iteration, which runs in polynomial time, as well. Finally, we show that, under the slight modification for which we are given mutually exclusive pairs of edges, the problem of PageRank optimization becomes NP-hard.",cs.DS cs.CC cs.SI,2014-05-22
0911.2284,A New Look at the Classical Entropy of Written English,Fabio G. Guerrero,"A simple method for finding the entropy and redundancy of a reasonable long sample of English text by direct computer processing and from first principles according to Shannon theory is presented. As an example, results on the entropy of the English language have been obtained based on a total of 20.3 million characters of written English, considering symbols from one to five hundred characters in length. Besides a more realistic value of the entropy of English, a new perspective on some classic entropy-related concepts is presented. This method can also be extended to other Latin languages. Some implications for practical applications such as plagiarism-detection software, and the minimum number of words that should be used in social Internet network messaging, are discussed.",cs.CL,2009-11-19
0911.2293,A Robust Control Framework for Malware Filtering,"Michael Bloem, Tansu Alpcan, and Tamer Basar",We study and develop a robust control framework for malware filtering and network security. We investigate the malware filtering problem by capturing the tradeoff between increased security on one hand and continued usability of the network on the other. We analyze the problem using a linear control system model with a quadratic cost structure and develop algorithms based on H infinity-optimal control theory. A dynamic feedback filter is derived and shown via numerical analysis to be an improvement over various heuristic approaches to malware filtering. The results are verified and demonstrated with packet level simulations on the Ns-2 network simulator.,cs.CR,2009-11-13
0911.2317,Algorithms for Quantum Branching Programs Based on Fingerprinting,"Farid Ablayev, Alexander Vasiliev","In the paper we develop a method for constructing quantum algorithms for computing Boolean functions by quantum ordered read-once branching programs (quantum OBDDs). Our method is based on fingerprinting technique and representation of Boolean functions by their characteristic polynomials. We use circuit notation for branching programs for desired algorithms presentation. For several known functions our approach provides optimal QOBDDs. Namely we consider such functions as Equality, Palindrome, and Permutation Matrix Test. We also propose a generalization of our method and apply it to the Boolean variant of the Hidden Subgroup Problem.",cs.CC cs.DM,2009-11-13
0911.2322,Random Constraint Satisfaction Problems,Amin Coja-Oghlan,"Random instances of constraint satisfaction problems such as k-SAT provide challenging benchmarks. If there are m constraints over n variables there is typically a large range of densities r=m/n where solutions are known to exist with probability close to one due to non-constructive arguments. However, no algorithms are known to find solutions efficiently with a non-vanishing probability at even much lower densities. This fact appears to be related to a phase transition in the set of all solutions. The goal of this extended abstract is to provide a perspective on this phenomenon, and on the computational challenge that it poses.",cs.DM cs.CC cs.DS,2009-11-13
0911.2324,Deterministic Autopoietic Automata,"Martin F\""urer","This paper studies two issues related to the paper on Computing by Self-reproduction: Autopoietic Automata by Jiri Wiedermann. It is shown that all results presented there extend to deterministic computations. In particular, nondeterminism is not needed for a lineage to generate all autopoietic automata.",cs.NE cs.FL,2009-11-13
0911.2325,Characterizing Polynomial Time Computability of Rational and Real   Functions,Walid Gomaa (Alexandria University),"Recursive analysis was introduced by A. Turing [1936], A. Grzegorczyk [1955], and D. Lacombe [1955]. It is based on a discrete mechanical framework that can be used to model computation over the real numbers. In this context the computational complexity of real functions defined over compact domains has been extensively studied. However, much less have been done for other kinds of real functions. This article is divided into two main parts. The first part investigates polynomial time computability of rational functions and the role of continuity in such computation. On the one hand this is interesting for its own sake. On the other hand it provides insights into polynomial time computability of real functions for the latter, in the sense of recursive analysis, is modeled as approximations of rational computations. The main conclusion of this part is that continuity does not play any role in the efficiency of computing rational functions. The second part defines polynomial time computability of arbitrary real functions, characterizes it, and compares it with the corresponding notion over rational functions. Assuming continuity, the main conclusion is that there is a conceptual difference between polynomial time computation over the rationals and the reals manifested by the fact that there are polynomial time computable rational functions whose extensions to the reals are not polynomial time computable and vice versa.",cs.CC,2009-11-13
0911.2327,An Intuitive Automated Modelling Interface for Systems Biology,"Ozan Kahramano\u{g}ullari, Luca Cardelli, Emmanuelle Caron","We introduce a natural language interface for building stochastic pi calculus models of biological systems. In this language, complex constructs describing biochemical events are built from basic primitives of association, dissociation and transformation. This language thus allows us to model biochemical systems modularly by describing their dynamics in a narrative-style language, while making amendments, refinements and extensions on the models easy. We demonstrate the language on a model of Fc-gamma receptor phosphorylation during phagocytosis. We provide a tool implementation of the translation into a stochastic pi calculus language, Microsoft Research's SPiM.",cs.PL cs.CE cs.LO q-bio.QM,2009-11-13
0911.2346,Asymmetric Multilevel Diversity Coding and Asymmetric Gaussian Multiple   Descriptions,"Soheil Mohajer, Chao Tian, Suhas N. Diggavi","We consider the asymmetric multilevel diversity (A-MLD) coding problem, where a set of $2^K-1$ information sources, ordered in a decreasing level of importance, is encoded into $K$ messages (or descriptions). There are $2^K-1$ decoders, each of which has access to a non-empty subset of the encoded messages. Each decoder is required to reproduce the information sources up to a certain importance level depending on the combination of descriptions available to it. We obtain a single letter characterization of the achievable rate region for the 3-description problem. In contrast to symmetric multilevel diversity coding, source-separation coding is not sufficient in the asymmetric case, and ideas akin to network coding need to be used strategically. Based on the intuitions gained in treating the A-MLD problem, we derive inner and outer bounds for the rate region of the asymmetric Gaussian multiple description (MD) problem with three descriptions. Both the inner and outer bounds have a similar geometric structure to the rate region template of the A-MLD coding problem, and moreover, we show that the gap between them is small, which results in an approximate characterization of the asymmetric Gaussian three description rate region.",cs.IT math.IT,2009-11-13
0911.2381,Analytical Determination of Fractal Structure in Stochastic Time Series,Ferm\'in Moscoso del Prado Mart\'in,"Current methods for determining whether a time series exhibits fractal structure (FS) rely on subjective assessments on estimators of the Hurst exponent (H). Here, I introduce the Bayesian Assessment of Scaling, an analytical framework for drawing objective and accurate inferences on the FS of time series. The technique exploits the scaling property of the diffusion associated to a time series. The resulting criterion is simple to compute and represents an accurate characterization of the evidence supporting different hypotheses on the scaling regime of a time series. Additionally, a closed-form Maximum Likelihood estimator of H is derived from the criterion, and this estimator outperforms the best available estimators.",physics.data-an cond-mat.stat-mech cs.LG nlin.CD stat.ME,2026-06-05
0911.2390,How Creative Should Creators Be To Optimize the Evolution of Ideas? A   Computational Model,"Stefan Leijnen, Liane Gabora","There are both benefits and drawbacks to creativity. In a social group it is not necessary for all members to be creative to benefit from creativity; some merely imitate or enjoy the fruits of others' creative efforts. What proportion should be creative? This paper contains a very preliminary investigation of this question carried out using a computer model of cultural evolution referred to as EVOC (for EVOlution of Culture). EVOC is composed of neural network based agents that evolve fitter ideas for actions by (1) inventing new ideas through modification of existing ones, and (2) imitating neighbors' ideas. The ideal proportion with respect to fitness of ideas occurs when thirty to forty percent of the individuals is creative. When creators are inventing 50% of iterations or less, mean fitness of actions in the society is a positive function of the ratio of creators to imitators; otherwise mean fitness of actions starts to drop when the ratio of creators to imitators exceeds approximately 30%. For all levels or creativity, the diversity of ideas in a population is positively correlated with the ratio of creative agents.",cs.AI cs.NE physics.soc-ph,2009-11-13
0911.2405,"Emotion: Appraisal-coping model for the ""Cascades"" problem","Karim Mahboub, Evelyne Cl\'ement, Cyrille Bertelle, V\'eronique Jay","Modelling emotion has become a challenge nowadays. Therefore, several models have been produced in order to express human emotional activity. However, only a few of them are currently able to express the close relationship existing between emotion and cognition. An appraisal-coping model is presented here, with the aim to simulate the emotional impact caused by the evaluation of a particular situation (appraisal), along with the consequent cognitive reaction intended to face the situation (coping). This model is applied to the ""Cascades"" problem, a small arithmetical exercise designed for ten-year-old pupils. The goal is to create a model corresponding to a child's behaviour when solving the problem using his own strategies.",cs.AI,2009-11-13
0911.2423,Cove: A Practical Quantum Computer Programming Framework,Matt Purkeypile,"While not yet in commercial existence, quantum computers have the ability to solve certain classes of problems that are not efficiently solvable on existing Turing Machine based (classical) computers. For quantum computers to be of use, methods of programming them must exist. Proposals exist for programming quantum computers, but all of the existing ones suffer from flaws that make them impractical in commercial software development environments. Cove is a framework for programming quantum computers that extends existing classical languages to allow for quantum computation, thus providing a quantum computing toolkit for commercial software developers. Since the target users of Cove are commercial developers, it is an object oriented framework that can be used by multiple languages and also places emphasis on complete documentation. The focus of Cove is not so much on the software product, but on the fundamental concepts that make quantum computing practical for common developers.",cs.PL quant-ph,2009-11-13
0911.2501,Emotion : mod\`ele d'appraisal-coping pour le probl\`eme des Cascades,"Karim Mahboub (LITIS), Cyrille Bertelle (LITIS), V\'eronique Jay   (LITIS), Evelyne Cl\'ement","Modeling emotion has become a challenge nowadays. Therefore, several models have been produced in order to express human emotional activity. However, only a few of them are currently able to express the close relationship existing between emotion and cognition. An appraisal-coping model is presented here, with the aim to simulate the emotional impact caused by the evaluation of a particular situation (appraisal), along with the consequent cognitive reaction intended to face the situation (coping). This model is applied to the ?Cascades? problem, a small arithmetical exercise designed for ten-year-old pupils. The goal is to create a model corresponding to a child's behavior when solving the problem using his own strategies.",cs.AI,2009-11-16
0911.2538,Euclidean versus hyperbolic congestion in idealized versus experimental   networks,"Edmond Jonckheere (USC), Mingji Lou (USC), Francis Bonahon (USC),   Yuliy Baryshnikov (Bell Labs)","This paper proposes a mathematical justification of the phenomenon of extreme congestion at a very limited number of nodes in very large networks. It is argued that this phenomenon occurs as a combination of the negative curvature property of the network together with minimum length routing. More specifically, it is shown that, in a large n-dimensional hyperbolic ball B of radius R viewed as a roughly similar model of a Gromov hyperbolic network, the proportion of traffic paths transiting through a small ball near the center is independent of the radius R whereas, in a Euclidean ball, the same proportion scales as 1/R^{n-1}. This discrepancy persists for the traffic load, which at the center of the hyperbolic ball scales as the square of the volume, whereas the same traffic load scales as the volume to the power (n+1)/n in the Euclidean ball. This provides a theoretical justification of the experimental exponent discrepancy observed by Narayan and Saniee between traffic loads in Gromov-hyperbolic networks from the Rocketfuel data base and synthetic Euclidean lattice networks. It is further conjectured that for networks that do not enjoy the obvious symmetry of hyperbolic and Euclidean balls, the point of maximum traffic is near the center of mass of the network.",cs.NI,2018-08-02
